,ArrFlight,ACType,bookload,STD,ATA,ArrRoute,DepRoute
311,GF281,32N,136,2022-09-17 14:18:54,2022-09-17 14:05:31,JED,SIN
312,GF006,73H,113,2022-09-17 10:35:22,2022-09-17 11:01:25,JED,CAI
313,GF190,73G,113,2022-09-17 06:58:56,2022-09-17 07:38:09,HYD,KHB
314,GF131,73H,120,2022-09-17 00:40:21,2022-09-17 01:24:41,JED,IST
315,G9101,320,74,2022-09-16 22:26:17,2022-09-16 20:55:18,SAW,BLR
316,GF069,320,89,2022-09-16 20:57:00,2022-09-16 20:55:20,DXB,AMM
317,GF172,333,130,2022-09-16 14:48:16,2022-09-16 14:54:32,BAH,CNN
318,EK837,32Q,72,2022-09-16 14:07:00,2022-09-16 12:43:47,DXB,DEL
319,GF787,77W,76,2022-09-16 14:04:12,2022-09-16 15:11:00,DMM,AMM
320,GF063,73G,43,2022-09-16 13:25:55,2022-09-16 14:23:55,DMM,DXB
321,3L010,77W,60,2022-09-16 07:56:36,2022-09-16 07:50:18,NSY,JED
322,GF063,32N,88,2022-09-16 03:03:15,2022-09-16 03:40:47,JED,ADD
323,6E1403,321,59,2022-09-15 22:37:51,2022-09-15 21:00:07,DXB,MCT
324,GF513,32N,125,2022-09-15 19:56:49,2022-09-15 18:28:38,SKT,JED
325,BA125,332,41,2022-09-15 13:41:58,2022-09-15 13:58:28,BKK,ISB
326,EY371,73H,49,2022-09-15 11:14:26,2022-09-15 10:33:24,IST,AMM
327,GF063,332,69,2022-09-15 05:19:04,2022-09-15 03:57:06,MCT,IST
328,EK837,7M8,255,2022-09-15 02:00:46,2022-09-15 03:34:51,DEL,KHB
329,IX889,321,58,2022-09-14 22:01:29,2022-09-14 21:51:10,MXP,EBL
330,GF182,73G,65,2022-09-14 21:43:12,2022-09-14 21:06:12,KMC,AUH
331,GF188,7M8,270,2022-09-14 19:29:01,2022-09-14 19:45:20,COK,SHJ
332,GF168,73H,88,2022-09-14 18:47:47,2022-09-14 20:21:44,DXB,TZX
333,GF174,738,114,2022-09-14 14:35:20,2022-09-14 14:55:26,JED,DXB
334,GF751,320,168,2022-09-14 10:24:57,2022-09-14 09:06:11,DXB,RUH
335,BA125,321,179,2022-09-14 05:53:47,2022-09-14 05:52:53,HKG,LUX
336,GF061,32N,80,2022-09-14 02:32:32,2022-09-14 01:14:46,ADJ,DXB
337,TK778,7M8,108,2022-09-13 23:33:10,2022-09-13 22:51:23,NBO,DEL
338,GF220,320,66,2022-09-13 18:36:45,2022-09-13 18:55:36,JED,AMM
339,TK3756,789,270,2022-09-13 13:24:36,2022-09-13 12:48:53,ADJ,KMC
340,GF281,77W,89,2022-09-13 08:25:49,2022-09-13 07:28:46,SAW,MED
341,GF174,73H,152,2022-09-13 04:41:35,2022-09-13 05:25:43,NBO,LHE
342,PC824,332,29,2022-09-13 00:16:05,2022-09-13 01:23:08,JED,DXB
343,GF2771,332,160,2022-09-12 18:12:02,2022-09-12 17:59:44,DXB,MCT
344,GF753,77W,283,2022-09-12 16:30:36,2022-09-12 17:43:21,CAI,BKK
345,GF547,32Q,233,2022-09-12 13:05:49,2022-09-12 11:33:12,JED,AUH
346,FZ021,73G,34,2022-09-12 08:56:19,2022-09-12 08:26:09,IST,COK
347,GF753,321,116,2022-09-12 06:34:34,2022-09-12 05:32:23,JED,MAA
348,GF178,789,73,2022-09-12 02:44:13,2022-09-12 04:01:29,TTH,MCT
349,3L010,32Q,60,2022-09-11 23:35:35,2022-09-11 22:14:41,DEL,MAA
350,H6891,73H,253,2022-09-11 19:39:57,2022-09-11 21:04:15,AUH,ZZZ
351,GF155,32N,163,2022-09-11 19:10:04,2022-09-11 18:19:42,PEW,JED
352,PC824,333,189,2022-09-11 13:00:27,2022-09-11 12:04:24,KHB,TZX
353,BA125,73H,156,2022-09-11 07:58:01,2022-09-11 07:20:13,AUH,COK
354,GF112,789,150,2022-09-11 03:00:22,2022-09-11 02:37:02,ELQ,LEJ
355,PC824,320,271,2022-09-10 20:31:48,2022-09-10 20:15:12,MED,BOM
356,SV526,7M8,105,2022-09-10 20:11:15,2022-09-10 20:57:44,KEZ,DEL
357,GF505,73G,60,2022-09-10 18:46:59,2022-09-10 19:57:30,DEL,SHJ
358,GF2029,73G,44,2022-09-10 18:32:57,2022-09-10 19:03:51,TZX,IST
359,GF561,789,204,2022-09-10 12:33:29,2022-09-10 13:30:45,FRA,SIN
360,GF965,73G,160,2022-09-10 06:44:35,2022-09-10 07:37:10,DXB,IST
361,ET424,333,133,2022-09-10 01:51:49,2022-09-10 01:25:01,AUH,JED
362,EY371,738,94,2022-09-09 22:53:13,2022-09-09 22:43:27,MCT,DXB
363,GF791,73G,140,2022-09-09 20:20:41,2022-09-09 20:21:58,DXB,DXB
364,GF769,332,138,2022-09-09 18:31:44,2022-09-09 17:39:14,DXB,JED
365,GF785,32Q,145,2022-09-09 14:32:09,2022-09-09 15:09:33,NSY,DXB
366,TK3756,321,73,2022-09-09 14:21:58,2022-09-09 14:30:38,BAH,CDG
367,GF543,77W,76,2022-09-09 09:07:54,2022-09-09 10:09:30,BKK,KHB
368,GF135,77W,174,2022-09-09 06:17:12,2022-09-09 06:55:34,HYD,LHE
369,GF509,32Q,122,2022-09-08 23:31:33,2022-09-08 22:07:02,DXB,CDG
370,KU615,7M8,70,2022-09-08 21:59:27,2022-09-08 22:57:01,NBO,DMM
371,GF022,332,110,2022-09-08 20:46:57,2022-09-08 20:35:57,NSY,LEJ
372,FZ021,738,242,2022-09-08 13:59:28,2022-09-08 15:24:30,TZX,DEL
373,FZ027,32Q,162,2022-09-08 10:09:52,2022-09-08 11:41:17,BLR,AMM
374,GF168,73H,30,2022-09-08 05:22:35,2022-09-08 04:45:31,NBO,BOM
375,GF275,321,73,2022-09-08 01:53:02,2022-09-08 01:27:14,TBS,MAA
376,PC824,333,93,2022-09-08 01:39:56,2022-09-08 02:54:23,LCA,AMM
377,GF212,321,88,2022-09-07 21:43:40,2022-09-07 20:55:14,AUH,AUH
378,GF082,320,136,2022-09-07 15:59:51,2022-09-07 16:38:32,ADJ,MED
379,GF016,77W,147,2022-09-07 09:40:26,2022-09-07 10:47:28,BGW,DXB
380,GF070,32Q,136,2022-09-07 04:44:39,2022-09-07 03:59:13,NHD,DEL
381,GF042,332,280,2022-09-07 04:22:36,2022-09-07 03:59:43,AKT,TRV
382,GF153,77W,42,2022-09-07 03:23:06,2022-09-07 02:37:17,DXB,JIB
383,WY657,320,90,2022-09-07 03:05:04,2022-09-07 02:17:47,BOM,DXB
384,GF513,32Q,60,2022-09-06 23:38:43,2022-09-06 22:48:02,JED,DXB
385,GF220,73G,163,2022-09-06 16:49:01,2022-09-06 18:27:40,DEL,TTH
386,GF174,738,159,2022-09-06 12:16:09,2022-09-06 12:16:38,BOM,HYD
387,GF973,7M8,58,2022-09-06 11:48:14,2022-09-06 11:37:17,BLR,SHJ
388,GF753,73H,150,2022-09-06 10:50:45,2022-09-06 10:51:33,JED,IST
389,GF565,32Q,163,2022-09-06 07:53:12,2022-09-06 07:41:40,JED,HKG
390,GF170,320,60,2022-09-06 04:15:12,2022-09-06 02:38:53,ELQ,SKT
391,GF142,789,119,2022-09-06 00:19:52,2022-09-06 00:24:52,IST,DMM
392,GF145,738,46,2022-09-05 21:48:32,2022-09-05 23:15:01,DXB,DMM
393,GF283,321,54,2022-09-05 20:56:04,2022-09-05 22:06:52,DEL,CCJ
394,GF771,7M8,269,2022-09-05 14:24:32,2022-09-05 12:57:32,DAC,HYD
395,GF182,32N,163,2022-09-05 10:20:37,2022-09-05 09:28:51,KHB,JED
396,MS920,7M8,255,2022-09-05 04:25:22,2022-09-05 03:13:13,BKK,COK
397,GF214,333,164,2022-09-05 03:21:13,2022-09-05 02:59:11,DXB,CMN
398,GF153,73H,247,2022-09-05 02:46:35,2022-09-05 02:26:55,FRA,AMM
399,KU613,73G,78,2022-09-04 21:14:33,2022-09-04 22:36:52,AUH,MUX
400,GF767,738,135,2022-09-04 15:44:44,2022-09-04 15:42:12,DEL,CMN
401,GF751,332,54,2022-09-04 14:14:48,2022-09-04 15:47:35,CAI,MAN
402,GF168,789,89,2022-09-04 12:18:46,2022-09-04 10:49:42,DEL,TLV
403,GF153,32Q,97,2022-09-04 10:12:13,2022-09-04 11:00:31,CVG,DXB
404,GF769,789,103,2022-09-04 03:49:56,2022-09-04 05:16:16,AUH,BGW
405,AI939,333,54,2022-09-03 22:10:31,2022-09-03 23:36:27,RUH,AUH
406,GF963,32N,161,2022-09-03 17:20:11,2022-09-03 16:38:45,NHD,KEZ
407,GF501,32N,270,2022-09-03 10:44:17,2022-09-03 10:06:15,TBS,DXB
408,GF249,77W,125,2022-09-03 05:04:34,2022-09-03 06:40:43,CVG,BKK
409,GF133,73G,153,2022-09-03 01:36:56,2022-09-03 01:19:58,DXB,AUH
410,GF061,73H,126,2022-09-03 00:40:53,2022-09-03 00:33:48,BLR,KHB
411,FZ027,333,60,2022-09-02 23:11:56,2022-09-02 21:38:16,DXB,AUH
412,GF082,789,221,2022-09-02 19:12:03,2022-09-02 19:04:28,DEL,DMM
413,KU615,32N,148,2022-09-02 16:39:50,2022-09-02 16:04:11,AKT,DXB
414,GF563,77W,84,2022-09-02 11:04:41,2022-09-02 11:08:45,ZZZ,DMM
415,PC824,333,125,2022-09-02 09:59:02,2022-09-02 11:15:10,DXB,DAC
416,GF2029,32Q,108,2022-09-02 05:27:35,2022-09-02 06:14:30,DMM,KHB
417,GF053,320,32,2022-09-02 02:06:39,2022-09-02 02:34:07,ELQ,MCT
418,GF507,7M8,101,2022-09-02 01:56:52,2022-09-02 01:57:01,MNL,MCT
419,GF082,7M8,280,2022-09-01 21:48:49,2022-09-01 22:28:02,LHE,HKG
420,EK839,73H,120,2022-09-01 16:48:58,2022-09-01 16:03:07,DXB,EMA
421,GF541,789,48,2022-09-01 11:11:56,2022-09-01 11:56:04,JIB,CCJ
422,GF188,77W,29,2022-09-01 05:07:55,2022-09-01 04:03:52,CAI,KHB
423,G9101,73H,130,2022-09-01 03:25:14,2022-09-01 02:27:53,ZZZ,AUH
424,GF214,320,76,2022-08-31 22:30:44,2022-08-31 23:55:49,TTH,SKT
425,GF945,332,85,2022-08-31 19:41:02,2022-08-31 20:47:21,DMM,DMM
426,GF561,73H,146,2022-08-31 14:59:52,2022-08-31 13:52:28,PEW,AUH
427,6E1403,32Q,266,2022-08-31 12:04:11,2022-08-31 11:36:45,CCJ,ZZZ
428,ET424,73H,111,2022-08-31 08:26:21,2022-08-31 07:41:06,TTH,SHJ
429,GF7044,738,74,2022-08-31 07:50:04,2022-08-31 08:47:51,JED,DEL
430,OV265,320,42,2022-08-31 07:13:34,2022-08-31 08:13:10,LHR,SHJ
431,PC824,77W,135,2022-08-31 05:26:52,2022-08-31 04:57:18,HYD,SHJ
432,G9105,332,130,2022-08-30 23:55:59,2022-08-30 23:43:03,AUH,DEL
433,GF789,7M8,165,2022-08-30 17:58:35,2022-08-30 17:25:26,JED,LEJ
434,GF022,738,185,2022-08-30 17:54:35,2022-08-30 16:46:10,DWC,LEJ
435,GF945,73H,105,2022-08-30 15:04:45,2022-08-30 14:19:02,DXB,DAC
436,GF965,320,274,2022-08-30 11:28:52,2022-08-30 10:25:20,DXB,DEL
437,3L010,332,142,2022-08-30 05:28:42,2022-08-30 06:17:15,LHE,BKK
438,PC824,738,64,2022-08-29 22:58:28,2022-08-30 00:33:30,DMM,HYD
439,GF945,738,274,2022-08-29 17:46:05,2022-08-29 16:49:11,DXB,HKG
440,GF082,333,137,2022-08-29 10:55:12,2022-08-29 10:29:38,MCT,JED
441,GF044,333,47,2022-08-29 09:26:49,2022-08-29 08:27:26,RUH,RUH
442,GF771,738,41,2022-08-29 04:12:51,2022-08-29 05:03:54,BOM,DXB
443,GF963,321,74,2022-08-29 02:08:19,2022-08-29 03:04:34,FRA,IST
444,GF104,333,106,2022-08-29 00:36:47,2022-08-29 01:35:25,DXB,AMM
445,GF773,73H,110,2022-08-28 18:01:00,2022-08-28 16:27:42,LHR,JED
446,GF275,738,62,2022-08-28 16:46:08,2022-08-28 15:32:17,XJD,JED
447,EK837,738,90,2022-08-28 10:20:50,2022-08-28 09:51:23,JED,LCA
448,GF281,32Q,137,2022-08-28 09:49:02,2022-08-28 10:04:28,DMM,DXB
449,GF018,32N,111,2022-08-28 04:34:24,2022-08-28 06:12:00,LYP,DXB
450,GF174,7M8,141,2022-08-28 02:04:49,2022-08-28 01:23:00,DXB,DEL
451,FZ021,73G,245,2022-08-28 01:43:34,2022-08-28 01:56:20,BKK,KHI
452,PC824,320,146,2022-08-27 20:12:31,2022-08-27 20:44:54,KEZ,JED
453,GF509,333,120,2022-08-27 18:23:55,2022-08-27 18:11:56,BLR,JED
454,GF162,321,86,2022-08-27 12:42:57,2022-08-27 12:44:30,DXB,MXP
455,GF053,73H,74,2022-08-27 07:51:22,2022-08-27 08:02:08,COK,NBO
456,TK3758,32N,37,2022-08-27 01:01:49,2022-08-27 00:46:58,NBO,SHJ
457,H6891,73G,147,2022-08-27 00:39:59,2022-08-26 23:41:42,DMM,AMM
458,GF112,32N,105,2022-08-27 00:18:54,2022-08-26 22:48:54,AUH,DEL
459,PC824,738,115,2022-08-26 19:06:07,2022-08-26 18:37:36,DXB,DXB
460,GF053,32Q,142,2022-08-26 15:13:20,2022-08-26 16:11:53,MNL,CCJ
461,GF162,333,185,2022-08-26 14:20:19,2022-08-26 13:43:00,ELQ,COK
462,GF145,32N,61,2022-08-26 11:05:11,2022-08-26 11:30:12,DMM,AMM
463,GF513,333,57,2022-08-26 07:30:36,2022-08-26 09:01:47,AUH,AUH
464,GF013,77W,120,2022-08-26 04:40:21,2022-08-26 03:13:41,DXB,FRA
465,EK835,333,96,2022-08-26 03:21:27,2022-08-26 04:16:53,MCT,DAC
466,H6891,321,256,2022-08-26 01:53:12,2022-08-26 02:06:53,BOM,SIN
467,GF170,321,243,2022-08-26 00:55:57,2022-08-26 02:30:06,LHR,CVG
468,GF164,32N,221,2022-08-25 22:42:50,2022-08-25 21:21:09,DXB,ISB
469,GF013,738,160,2022-08-25 22:38:06,2022-08-25 23:50:45,MUX,DWC
470,GF104,320,70,2022-08-25 17:53:31,2022-08-25 17:37:36,FRA,CMN
471,GF172,738,163,2022-08-25 12:47:23,2022-08-25 14:10:09,MXP,JED
472,GF771,320,44,2022-08-25 10:07:54,2022-08-25 09:55:35,MCT,MNL
473,GF751,77W,150,2022-08-25 09:13:25,2022-08-25 09:24:03,AUH,BOM
474,GF061,7M8,141,2022-08-25 02:46:02,2022-08-25 04:16:12,KHI,AUH
475,GF053,32Q,102,2022-08-25 01:45:59,2022-08-25 01:48:45,MCT,KWI
476,GF102,77W,246,2022-08-24 19:40:54,2022-08-24 19:17:13,BKK,ZZZ
477,FZ023,321,100,2022-08-24 13:37:15,2022-08-24 15:06:44,AUH,PEW
478,SV520,320,67,2022-08-24 10:40:34,2022-08-24 11:09:14,SHJ,FRA
479,GF765,332,141,2022-08-24 09:05:13,2022-08-24 07:37:14,AUH,LYP
480,GF513,333,135,2022-08-24 03:25:55,2022-08-24 02:46:36,JED,BOM
481,SV520,789,60,2022-08-24 00:07:34,2022-08-24 01:02:19,AUH,JED
482,GF281,333,39,2022-08-23 18:02:46,2022-08-23 19:35:57,EMA,BKK
483,GF251,320,68,2022-08-23 11:29:06,2022-08-23 12:52:18,CVG,DAC
484,GF271,789,90,2022-08-23 05:30:57,2022-08-23 05:41:40,CAI,COK
485,GF133,7M8,267,2022-08-23 00:57:59,2022-08-23 00:45:41,DXB,LHR
486,AI939,333,259,2022-08-22 18:41:15,2022-08-22 18:48:59,DXB,NHD
487,GF275,73G,136,2022-08-22 12:25:12,2022-08-22 11:47:26,LHE,MAA
488,GF567,7M8,175,2022-08-22 11:51:26,2022-08-22 13:03:51,DXB,MCT
489,GF507,77W,141,2022-08-22 10:20:32,2022-08-22 08:53:14,HKG,IST
490,GF503,738,65,2022-08-22 07:44:15,2022-08-22 08:13:41,CAI,KEZ
491,G9101,789,129,2022-08-22 06:53:57,2022-08-22 05:45:48,BOM,DXB
492,GF042,738,285,2022-08-22 05:28:46,2022-08-22 06:59:39,BOM,BOM
493,GF026,32Q,56,2022-08-22 02:43:42,2022-08-22 03:01:46,DXB,DEL
494,GF214,32N,64,2022-08-22 01:14:14,2022-08-22 00:58:06,CAI,HKG
495,GF2771,73H,160,2022-08-21 21:39:19,2022-08-21 21:39:36,DEL,BAH
496,EK835,738,136,2022-08-21 16:31:58,2022-08-21 15:56:00,DXB,ADJ
497,GF545,789,140,2022-08-21 10:24:58,2022-08-21 09:48:26,DEL,DXB
498,GF065,333,163,2022-08-21 09:04:43,2022-08-21 09:05:44,HYD,DXB
499,GF104,789,76,2022-08-21 03:23:54,2022-08-21 02:53:16,MCT,NSY
500,GF180,738,76,2022-08-21 00:20:03,2022-08-20 23:33:24,ADD,MNL
501,GF767,332,124,2022-08-20 18:30:20,2022-08-20 19:05:41,ELQ,CAI
502,GF249,320,95,2022-08-20 15:29:40,2022-08-20 14:21:21,IST,JED
503,GF053,73G,100,2022-08-20 14:54:35,2022-08-20 14:12:50,DXB,TLV
504,GF789,333,125,2022-08-20 14:04:24,2022-08-20 13:13:04,RUH,HKG
505,GF155,73H,103,2022-08-20 11:37:19,2022-08-20 10:56:16,BOM,TRV
506,IX889,32N,271,2022-08-20 09:03:07,2022-08-20 10:01:08,TRV,DEL
507,GF026,320,168,2022-08-20 03:33:15,2022-08-20 03:44:21,ISB,SHJ
508,WY657,333,262,2022-08-19 23:14:33,2022-08-20 00:53:02,DXB,MCT
509,GF547,7M8,145,2022-08-19 22:43:56,2022-08-19 22:25:25,LHE,IST
510,EY379,321,80,2022-08-19 19:15:37,2022-08-19 18:52:52,HKG,KHB
511,GF753,321,108,2022-08-19 15:26:33,2022-08-19 15:13:15,AUH,DXB
512,GF042,789,126,2022-08-19 10:06:27,2022-08-19 10:39:03,LYP,DEL
513,GF004,320,158,2022-08-19 09:31:07,2022-08-19 08:55:40,AUH,NBO
514,PC824,32N,58,2022-08-19 04:06:39,2022-08-19 04:38:22,JED,DXB
515,GF765,332,57,2022-08-19 01:18:03,2022-08-19 00:17:53,LEJ,DXB
516,GF172,321,76,2022-08-19 01:14:40,2022-08-19 01:14:51,JED,KHB
517,GF281,7M8,165,2022-08-18 22:07:02,2022-08-18 23:02:03,DXB,AMM
518,FZ023,77W,58,2022-08-18 19:04:17,2022-08-18 19:59:56,DXB,DXB
519,GF046,73G,166,2022-08-18 15:52:03,2022-08-18 14:17:37,AUH,LHR
520,GF188,320,256,2022-08-18 09:10:01,2022-08-18 10:38:41,BOM,IST
521,GF545,32Q,78,2022-08-18 02:20:49,2022-08-18 01:31:45,MNL,DMM
522,GF513,333,102,2022-08-17 21:21:33,2022-08-17 20:20:20,ELQ,KMC
523,SV528,32N,60,2022-08-17 15:19:02,2022-08-17 14:31:42,DXB,LEJ
524,GF022,332,93,2022-08-17 14:39:34,2022-08-17 15:50:03,LHE,LUX
525,GF080,320,29,2022-08-17 13:59:59,2022-08-17 13:05:31,DXB,MCT
526,GF277,789,53,2022-08-17 07:19:28,2022-08-17 06:26:43,TTH,DMM
527,LH636,320,80,2022-08-17 05:44:46,2022-08-17 05:25:59,BOM,SHJ
528,PC824,32Q,113,2022-08-17 02:25:01,2022-08-17 03:25:37,SHJ,DEL
529,GF065,7M8,175,2022-08-17 00:57:12,2022-08-16 23:33:03,LEJ,MCT
530,GF771,73G,54,2022-08-16 20:17:16,2022-08-16 21:54:53,IST,BGW
531,GF080,738,160,2022-08-16 18:27:32,2022-08-16 19:43:59,KWI,HKG
532,GF188,321,128,2022-08-16 14:29:22,2022-08-16 13:32:29,JED,BAH
533,6E1403,333,145,2022-08-16 09:17:09,2022-08-16 09:06:25,AUH,DEL
534,GF166,333,160,2022-08-16 07:47:43,2022-08-16 07:19:48,NSY,HKG
535,GF168,73H,280,2022-08-16 06:17:40,2022-08-16 04:42:52,IST,BOM
536,GF501,333,49,2022-08-16 04:58:12,2022-08-16 03:58:13,DXB,CAI
537,GF261,333,189,2022-08-16 00:41:54,2022-08-16 00:36:13,KEZ,SHJ
538,PC824,7M8,48,2022-08-15 19:20:12,2022-08-15 18:38:29,BKK,COK
539,GF042,32N,145,2022-08-15 16:00:44,2022-08-15 15:36:52,AUH,DXB
540,GF271,738,58,2022-08-15 12:25:04,2022-08-15 10:54:39,BAH,AUH
541,TK3758,333,40,2022-08-15 11:17:15,2022-08-15 10:06:23,CVG,MXP
542,GF182,738,43,2022-08-15 07:23:21,2022-08-15 07:35:50,KHI,AMM
543,GF251,7M8,124,2022-08-15 07:05:54,2022-08-15 07:38:00,DMM,BOM
544,GF773,321,115,2022-08-15 00:47:10,2022-08-15 02:21:07,TZX,JED
545,GF026,333,111,2022-08-14 19:48:15,2022-08-14 18:57:22,KWI,FRA
546,FZ023,73H,43,2022-08-14 14:55:59,2022-08-14 14:28:03,DEL,ZZZ
547,GF145,7M8,59,2022-08-14 08:04:38,2022-08-14 07:21:02,BKK,BLR
548,KU613,32Q,262,2022-08-14 03:51:55,2022-08-14 05:24:05,DEL,JED
549,EK839,32Q,241,2022-08-14 00:55:19,2022-08-14 02:17:35,KMC,JED
550,IX473,77W,267,2022-08-13 19:46:28,2022-08-13 21:14:44,DXB,MAA
551,GF063,738,137,2022-08-13 17:39:09,2022-08-13 16:28:52,MED,MCT
552,GF785,332,39,2022-08-13 14:15:23,2022-08-13 14:49:20,DXB,MCT
553,GF561,333,40,2022-08-13 09:15:50,2022-08-13 08:59:22,BAH,CAI
554,GF511,332,146,2022-08-13 03:43:56,2022-08-13 02:04:58,MCT,LHR
555,GF022,7M8,114,2022-08-13 00:14:47,2022-08-13 01:23:12,AUH,SHJ
556,GF567,332,66,2022-08-12 20:35:56,2022-08-12 20:46:06,HYD,ADD
557,6E1403,320,125,2022-08-12 20:12:10,2022-08-12 21:00:23,CAI,SAW
558,FZ021,321,132,2022-08-12 15:49:10,2022-08-12 14:47:56,BOM,KEZ
559,EK839,333,49,2022-08-12 11:51:13,2022-08-12 12:54:52,AUH,AMM
560,GF261,77W,71,2022-08-12 06:00:03,2022-08-12 04:26:07,EMA,KEZ
561,FZ025,332,263,2022-08-11 23:52:07,2022-08-12 00:14:19,DXB,MNL
562,GF787,333,272,2022-08-11 23:33:21,2022-08-11 23:05:36,ATH,DME
563,GF275,333,85,2022-08-11 19:33:49,2022-08-11 18:18:35,HKG,AMM
564,GF164,73H,113,2022-08-11 17:40:04,2022-08-11 16:07:10,NBO,IST
565,GF145,321,61,2022-08-11 12:48:18,2022-08-11 11:11:57,TBS,DAC
566,GF507,32N,33,2022-08-11 06:02:40,2022-08-11 05:12:08,LHR,FRA
567,EK835,32N,42,2022-08-11 05:33:34,2022-08-11 05:35:44,MCT,KEZ
568,GF145,73G,127,2022-08-10 23:19:56,2022-08-10 23:45:10,MXP,NSY
569,PC824,32N,164,2022-08-10 22:35:26,2022-08-10 23:40:18,KEZ,COK
570,PC824,77W,114,2022-08-10 15:40:09,2022-08-10 14:45:16,LEJ,LEJ
571,GF004,73H,131,2022-08-10 14:53:46,2022-08-10 14:30:56,LCA,DXB
572,OV265,7M8,134,2022-08-10 09:17:01,2022-08-10 10:33:29,TLV,DXB
573,KU613,32Q,49,2022-08-10 03:00:00,2022-08-10 02:23:34,DMM,DXB
574,SV528,73H,55,2022-08-09 22:45:50,2022-08-09 22:09:53,DMM,DXB
575,IX471,32Q,89,2022-08-09 18:49:42,2022-08-09 17:38:54,DEL,NBO
576,GF044,73G,131,2022-08-09 18:24:49,2022-08-09 18:45:10,AUH,MAN
577,GF503,321,130,2022-08-09 14:06:49,2022-08-09 15:40:03,CAI,DXB
578,GF212,32N,54,2022-08-09 13:17:33,2022-08-09 12:03:28,AUH,MCT
579,EK835,73G,253,2022-08-09 13:05:53,2022-08-09 12:26:56,AUH,CDG
580,GF042,77W,160,2022-08-09 06:32:37,2022-08-09 06:19:59,DXB,DXB
581,GF563,73G,166,2022-08-09 00:29:02,2022-08-08 23:19:56,COK,LHR
582,EY375,32N,49,2022-08-08 20:18:54,2022-08-08 19:51:36,ISB,MXP
583,EY379,321,146,2022-08-08 19:48:38,2022-08-08 20:46:35,JED,AMM
584,GF513,32Q,123,2022-08-08 17:44:57,2022-08-08 18:22:54,LEJ,DAC
585,GF771,738,37,2022-08-08 15:12:51,2022-08-08 16:44:16,DXB,DXB
586,G9103,738,101,2022-08-08 11:43:54,2022-08-08 11:56:48,CAI,MCT
587,GF026,7M8,42,2022-08-08 10:37:21,2022-08-08 10:02:47,BGW,BOM
588,PC824,7M8,50,2022-08-08 05:15:01,2022-08-08 03:40:05,DXB,XJD
589,FZ027,333,103,2022-08-08 02:15:52,2022-08-08 02:32:33,KWI,AUH
590,EK837,32N,149,2022-08-07 21:45:48,2022-08-07 23:14:21,DAC,ZZZ
591,5W7029,320,60,2022-08-07 15:23:45,2022-08-07 15:27:29,SHJ,LUX
592,GF135,32Q,132,2022-08-07 14:32:06,2022-08-07 14:18:09,LHR,MAA
593,GF751,332,246,2022-08-07 08:46:00,2022-08-07 08:44:18,JED,IST
594,GF104,333,166,2022-08-07 08:24:12,2022-08-07 08:54:59,CAI,BLR
595,GF046,320,274,2022-08-07 04:36:05,2022-08-07 03:56:36,BOM,DXB
596,GF184,738,130,2022-08-06 23:45:03,2022-08-07 01:14:03,SHJ,JED
597,AI939,333,56,2022-08-06 19:41:25,2022-08-06 20:54:12,DEL,DMM
598,GF057,333,95,2022-08-06 14:07:02,2022-08-06 14:10:50,AMM,AMM
599,GF771,738,98,2022-08-06 08:05:12,2022-08-06 08:14:23,MCT,HKG
600,PC824,73H,234,2022-08-06 02:02:43,2022-08-06 00:49:11,DXB,DWC
601,GF053,789,160,2022-08-06 01:21:19,2022-08-06 01:43:13,DWC,AUH
602,PC824,320,108,2022-08-05 23:08:50,2022-08-06 00:47:02,MCT,SHJ
603,PC824,73G,122,2022-08-05 22:11:15,2022-08-05 22:51:23,DXB,BAH
604,PK187,333,34,2022-08-05 21:48:48,2022-08-05 22:33:57,JED,COK
605,GF104,789,280,2022-08-05 21:32:29,2022-08-05 20:26:17,AUH,SHJ
606,GF065,73G,86,2022-08-05 16:43:32,2022-08-05 16:20:02,DXB,LHR
607,G9103,73H,78,2022-08-05 14:13:01,2022-08-05 15:50:45,DXB,MCT
608,GF102,77W,135,2022-08-05 13:51:41,2022-08-05 13:24:58,SKT,KHI
609,GF015,7M8,103,2022-08-05 13:47:12,2022-08-05 12:10:03,CDG,LHR
610,GF765,73G,121,2022-08-05 08:49:46,2022-08-05 07:27:12,HKG,KEZ
611,PC824,73H,175,2022-08-05 06:06:31,2022-08-05 06:08:35,KHB,DXB
612,GF053,321,106,2022-08-05 00:44:13,2022-08-05 01:45:06,DEL,JED
613,GF164,77W,125,2022-08-04 22:33:50,2022-08-04 23:33:53,SIN,CVG
614,GF771,7M8,150,2022-08-04 17:38:50,2022-08-04 16:37:07,TBS,PEW
615,FZ025,32N,39,2022-08-04 14:40:27,2022-08-04 13:16:19,SHJ,KZN
616,GF509,320,254,2022-08-04 10:28:47,2022-08-04 08:52:33,AUH,CAI
617,GF505,7M8,136,2022-08-04 03:56:37,2022-08-04 02:38:18,IST,AUH
618,AI939,333,121,2022-08-04 03:05:29,2022-08-04 02:58:32,EBL,CVG
619,GF162,789,170,2022-08-03 22:55:17,2022-08-03 21:17:18,SHJ,DEL
620,EK837,7M8,150,2022-08-03 16:51:34,2022-08-03 16:57:47,HYD,DMM
621,LH636,320,75,2022-08-03 15:40:39,2022-08-03 16:50:22,ATH,AUH
622,3L010,32Q,148,2022-08-03 14:11:22,2022-08-03 14:57:31,DXB,KHB
